BKG_NO,SHIPPER_CODE,POR,POL,CONSIGNEE_CODE,POD,DEL,HS_CODE,CM_DESCRIPTION_ORIGINAL,CM_DESCRIPTION_PROCESSED,CM_DESCRIPTION_VERIFIED,CM_DESCRIPTION_OPTIONAL_USER_INPUT
SGZA05481800,TH103330,SONGKHLA,SONGKHLA,AU204030,"MELBOURNE, VIC","MELBOURNE, VIC",,"CONTAINER SAID TO CONTAIN
TOTAL 2,730 CARTONS

1X2O FT
CANNED FOOD
PRODUCT OF THAILAND
PACKED CARTONS OF 48 CANS
X 125 GMS.

1,365 CARTONS
(1)ESSENTIALS SARDINE IN
SPRING WATER CLUB CAN
N.W. 8,190.00 KGM.
G.W. 11,875.50 KGM.

(TOTAL NUMBER OF PACKAGE
ONE TWENTY FT.CONTAINER
ONLY)
ACTUAL SHIPPER:
SIAM TIN FOOD PRODUCTS

CONTAINER SAID TO CONTAIN
TOTAL 4,880 CARTONS

588 CTN
WOOLWORTHS BRAND CANNED

TUNA SKIPJACK LEMON PEPPER
(PART#827211) 24 X 95 G.
GW.1,787.52 KGS. 2.87 CBM.

1,470 CTN
WOOLWORTHS BRAND CANNED
TUNA SKIPJACK SWEET CHILLI
(PART#827218) 24 X 95 G.
GW.4,468.80 KGS. 7.17 CBM.

588 CTN
WOOLWORTHS BRAND CANNED
TUNA SKIPJACK TOMATO &
ONION
(PART#827217) 24 X 95 G.
GW.1,787.52 KGS. 2.87 CBM.

588 CTN
WOOLWORTHS BRAND CANNED

2 OF 4
TUNA SKIPJACK CHILLI
(PART#476702) 24 X 95 G.
GW.1,787.52 KGS. 2.87 CBM.

294 CTN
WOOLWORTHS BRAND CANNED
TUNA SKIPJACK MEXICAN
STYLE
(PART#476705) 24 X 95 G.
GW, 893.76 KGS. 1.43 CBM.

1,352 CTN
ESSENTIALS BRAND CANNED
TUNA SKIPJACK CHUNKS IN
SPRINGWATER
(PART#178887) 24 X 185 G.
GW.7,395.44 KGS.
10.51 CBM.

WW ORDER 47282611

TRANSHIPMENT AT SINGAPORE
BY NORTHERN JAGUAR V. 033S
ACTUAL SHIPPER:
TROPICAL CANNING
(THAILAND) PUBLIC

CONTAINER SAID TO CONTAIN
TOTAL 3,200 CARTONS

SER2010266 P.O. NO.32168
2,240 CARTONS
DEEP COVE BRAND
CANNED MACKEREL IN NATURAL
MACKEREL OIL
(PART# 80721) 12X425G
G.W. 13,440.00 KGS
N.W. 11,424.00 KGS
18.59 CBM

960 CARTONS
DEEP COVE BRAND
CANNED MACKEREL IN TOMATO
SAUCE
(PART# 80720) 12X425G

3 OF 4
G.W. 5,760.00 KGS
N.W. 4,896.00 KGS
7.97 CBM

WOOLWORTHS NO. 47237254

PRODUCT OF THAILAND

TRANSHIPMENT AT SINGAPORE
BY NORTHERN JAGUAR V.033S
ACTUAS SHIPPER:
PATTANI FOOD INDUSTRIES
CO., LTD.
ALL MENTIONED CONTAINERS
SHIPPER'S LOAD, COUNT AND
SEAL","CONTAINER
TOTAL
1X2O FT
CANNED FOOD
PRODUCT OF THAILAND
PACKED CARTONS
X 125 GMS.
(1)ESSENTIALS SARDINE IN
SPRING WATER CLUB CAN
(TOTAL NUMBER OF PACKAGE
ONE TWENTY FT.CONTAINER
ONLY)
ACTUAL SHIPPER:
SIAM TIN FOOD PRODUCTS
CONTAINER
TOTAL
WOOLWORTHS BRAND CANNED
TUNA SKIPJACK LEMON PEPPER
(PART#827211) 24 X 95 G.
WOOLWORTHS BRAND CANNED
TUNA SKIPJACK SWEET CHILLI
(PART#827218) 24 X 95 G.
WOOLWORTHS BRAND CANNED
TUNA SKIPJACK TOMATO &
ONION
(PART#827217) 24 X 95 G.
WOOLWORTHS BRAND CANNED
2 OF 4
TUNA SKIPJACK CHILLI
(PART#476702) 24 X 95 G.
WOOLWORTHS BRAND CANNED
TUNA SKIPJACK MEXICAN
STYLE
(PART#476705) 24 X 95 G.
ESSENTIALS BRAND CANNED
TUNA SKIPJACK CHUNKS IN
SPRINGWATER
(PART#178887) 24 X 185 G.
WW ORDER 47282611
TRANSHIPMENT AT SINGAPORE
BY NORTHERN JAGUAR V. 033S
ACTUAL SHIPPER:
TROPICAL CANNING
(THAILAND) PUBLIC
CONTAINER
TOTAL
SER2010266 P.O. NO.32168
DEEP COVE BRAND
CANNED MACKEREL IN NATURAL
MACKEREL OIL
(PART# 80721) 12X425G
DEEP COVE BRAND
CANNED MACKEREL IN TOMATO
SAUCE
(PART# 80720) 12X425G
3 OF 4
WOOLWORTPRODUCT OF THAILAND
TRANSHIPMENT AT SINGAPORE
BY NORTHERN JAGUAR V.033S
ACTUAS SHIPPER:
PATTANI FOOD INDUSTRIES
CO., LTD.
ALL MENTIONED CONTAINERS",CANNED FOOD,CANNED FOOD
SGZA05481800,TH103330,SONGKHLA,SONGKHLA,AU204030,"MELBOURNE, VIC","MELBOURNE, VIC",,"CONTAINER SAID TO CONTAIN
TOTAL 2,730 CARTONS

1X2O FT
CANNED FOOD
PRODUCT OF THAILAND
PACKED CARTONS OF 48 CANS
X 125 GMS.

1,365 CARTONS
(1)ESSENTIALS SARDINE IN
SPRING WATER CLUB CAN
N.W. 8,190.00 KGM.
G.W. 11,875.50 KGM.

(TOTAL NUMBER OF PACKAGE
ONE TWENTY FT.CONTAINER
ONLY)
ACTUAL SHIPPER:
SIAM TIN FOOD PRODUCTS

CONTAINER SAID TO CONTAIN
TOTAL 4,880 CARTONS

588 CTN
WOOLWORTHS BRAND CANNED

TUNA SKIPJACK LEMON PEPPER
(PART#827211) 24 X 95 G.
GW.1,787.52 KGS. 2.87 CBM.

1,470 CTN
WOOLWORTHS BRAND CANNED
TUNA SKIPJACK SWEET CHILLI
(PART#827218) 24 X 95 G.
GW.4,468.80 KGS. 7.17 CBM.

588 CTN
WOOLWORTHS BRAND CANNED
TUNA SKIPJACK TOMATO &
ONION
(PART#827217) 24 X 95 G.
GW.1,787.52 KGS. 2.87 CBM.

588 CTN
WOOLWORTHS BRAND CANNED

2 OF 4
TUNA SKIPJACK CHILLI
(PART#476702) 24 X 95 G.
GW.1,787.52 KGS. 2.87 CBM.

294 CTN
WOOLWORTHS BRAND CANNED
TUNA SKIPJACK MEXICAN
STYLE
(PART#476705) 24 X 95 G.
GW, 893.76 KGS. 1.43 CBM.

1,352 CTN
ESSENTIALS BRAND CANNED
TUNA SKIPJACK CHUNKS IN
SPRINGWATER
(PART#178887) 24 X 185 G.
GW.7,395.44 KGS.
10.51 CBM.

WW ORDER 47282611

TRANSHIPMENT AT SINGAPORE
BY NORTHERN JAGUAR V. 033S
ACTUAL SHIPPER:
TROPICAL CANNING
(THAILAND) PUBLIC

CONTAINER SAID TO CONTAIN
TOTAL 3,200 CARTONS

SER2010266 P.O. NO.32168
2,240 CARTONS
DEEP COVE BRAND
CANNED MACKEREL IN NATURAL
MACKEREL OIL
(PART# 80721) 12X425G
G.W. 13,440.00 KGS
N.W. 11,424.00 KGS
18.59 CBM

960 CARTONS
DEEP COVE BRAND
CANNED MACKEREL IN TOMATO
SAUCE
(PART# 80720) 12X425G

3 OF 4
G.W. 5,760.00 KGS
N.W. 4,896.00 KGS
7.97 CBM

WOOLWORTHS NO. 47237254

PRODUCT OF THAILAND

TRANSHIPMENT AT SINGAPORE
BY NORTHERN JAGUAR V.033S
ACTUAS SHIPPER:
PATTANI FOOD INDUSTRIES
CO., LTD.
ALL MENTIONED CONTAINERS
SHIPPER'S LOAD, COUNT AND
SEAL","CONTAINER
TOTAL
1X2O FT
CANNED FOOD
PRODUCT OF THAILAND
PACKED CARTONS
X 125 GMS.
(1)ESSENTIALS SARDINE IN
SPRING WATER CLUB CAN
(TOTAL NUMBER OF PACKAGE
ONE TWENTY FT.CONTAINER
ONLY)
ACTUAL SHIPPER:
SIAM TIN FOOD PRODUCTS
CONTAINER
TOTAL
WOOLWORTHS BRAND CANNED
TUNA SKIPJACK LEMON PEPPER
(PART#827211) 24 X 95 G.
WOOLWORTHS BRAND CANNED
TUNA SKIPJACK SWEET CHILLI
(PART#827218) 24 X 95 G.
WOOLWORTHS BRAND CANNED
TUNA SKIPJACK TOMATO &
ONION
(PART#827217) 24 X 95 G.
WOOLWORTHS BRAND CANNED
2 OF 4
TUNA SKIPJACK CHILLI
(PART#476702) 24 X 95 G.
WOOLWORTHS BRAND CANNED
TUNA SKIPJACK MEXICAN
STYLE
(PART#476705) 24 X 95 G.
ESSENTIALS BRAND CANNED
TUNA SKIPJACK CHUNKS IN
SPRINGWATER
(PART#178887) 24 X 185 G.
WW ORDER 47282611
TRANSHIPMENT AT SINGAPORE
BY NORTHERN JAGUAR V. 033S
ACTUAL SHIPPER:
TROPICAL CANNING
(THAILAND) PUBLIC
CONTAINER
TOTAL
SER2010266 P.O. NO.32168
DEEP COVE BRAND
CANNED MACKEREL IN NATURAL
MACKEREL OIL
(PART# 80721) 12X425G
DEEP COVE BRAND
CANNED MACKEREL IN TOMATO
SAUCE
(PART# 80720) 12X425G
3 OF 4
WOOLWORTPRODUCT OF THAILAND
TRANSHIPMENT AT SINGAPORE
BY NORTHERN JAGUAR V.033S
ACTUAS SHIPPER:
PATTANI FOOD INDUSTRIES
CO., LTD.
ALL MENTIONED CONTAINERS",CANNED FOOD,CANNED FOOD
BKKAD5476300,TH503023,"BANGKOK,THAILAND","LAEM CHABANG,THAILAND",ID105155,"SURABAYA,INDONESIA","SURABAYA,INDONESIA",480591,"2X40HC
PLASTERBOARD LINER - GREY PAPER
GB 150 GSM : 1170 MM.
HS CODE : 4805.91.90
PO.NO.O2-20000162

FREIGHT PREPAID

PLS SHOW AGENT AT DESTINATION","PLASTERBOARD LINER - GREY PAPER
GB 150 GSM : 1170 MM.
PO.NO.O2-20000162","PLASTERBOARD LINER - GREY PAPER
GB 150 GSM : 1170 MM.
HS CODE : 4805.91.90
PO.NO.O2-20000162

CN> 12310 INDONESIA TAX NO.
01.069.593.0-052.000",PLASTERBOARD LINER - GREY PAPER
BKKAD6911500,TH504196,"LAEM CHABANG, THAILAND","LAEM CHABANG, THAILAND",ID103375,"JAKARTA, INDONESIA","JAKARTA, INDONESIA",,"FRESH LONGAN

TEMP+2 DEGREE C
OPEN AIR 15%

1X40'HRF
B/L SURRENDER IN BANGKOK","FRESH LONGAN
TEMP+2 DEGREE C
OPEN AIR 15
IN BANGKOK",FRESH LONGAN,FRESH LONGAN
BKKAE5145400,TH103908,"LAT KRABANG,THAILAND","LAEM CHABANG,THAILAND",ID111215,"JAKARTA , INDONESIA","JAKARTA , INDONESIA",841510,"(CY/CY)
SHIPPER'S LOAD & COUNT & SEAL

MITSUBISHI HEAVY INDUSTRIES
AIR CONDITIONERS 116 CARTONS
AND SPARE PART 16 CARTONS
(CAPILLARY,CARTON, BOTTOM,CARTON, UPPER,
UPPER PAD, HEAT EXCH ASSY (AIR) )

HS CODE : 8415.10.10

* PHONE : +62-21-26538567
ATTN: MR. DJUNAEDI SUTIPTO/ MGR. MS. RARA/OS.
NPWP : 02.331.815.7-012.000

SHIPPER : MITSUBISHI HEAVY INDUSTRIES-MAHAJAK AIR","MITSUBISHI HEAVY INDUSTRIES
AIR CONDITIONERS
AND SPARE PART
(CAPILLARY,CARTON, BOTTOM,CARTON,
UPPER,
UPPER PAD, HEAT EXCH ASSY (AIR) )
PHONE : +62-21-26538567
ATTN: MR. DJUNAEDI SUTIPTO/ MGR.
MS. RARA/OS.
NPWP : 02.331.815.7-012.000
SHIPPER : MITSUBISHI HEAVY
INDUSTRIES-MAHAJAK AIR",AIR CONDITIONERS,AIR CONDITIONERS
BKKAE4817900,TH113675,"LAEM CHABANG ,THAILAND","LAEM CHABANG ,THAILAND",BR500110,"SANTOS,BRAZIL","SANTOS,BRAZIL",8708,"OF CARGOES IN 1 X 20'DF CONTAINER (S) S.T.C.
6,500 PCS
COMPONENT PART

SS20C00045
APPLICABLE ""

7315
8516
8511","CARGOES DF (S)
COMPONENT PART
SS20C00045
APPLICABLE ""
7315
8516
8511","1 OF 1 PARTS OF CARGOES IN
1 X 20'DF CONTAINER (S) S.T.C. 
2 CASE(S) OF 6,500 PCS 
TOYOTA COMPONENT PART 
FOR : EFC 
INVOICE NO. SS20C00045 
"" WOOD NOT APPLICABLE "" 

NCM CODE : 7318 7315 
8409 8421 8483 8516 
8708 7326 7320 8511

SH> .
TEL: (66-2) 790-5000,
TAX ID : 0115546006888 ON BEHALF
OF TOYOTA MOTOR ASIA PACIFIC PTE,
LTD. 20 ANSON ROAD # 13-01 TWENTY
ANSON, 079912 SINGAPORE

CN> CEP: 18540-000
CNPJ: 59.104.760/0010-82
TEL NO. (55) 11 43905407
FAX NO. (55) 11 43905100

NP> CEP: 18540-000
CNPJ: 59.104.760/0010-82
TEL NO. (55) 11 43905407
FAX NO. (55) 11 43905100",TOYOTA COMPONENT PART
BKKAE6304900,TH102464,"LAEM CHABANG, THAILAND","LAEM CHABANG, THAILAND",US114889,"LONG BEACH, CA","NASHVILLE, TN",,#ERROR!,"TOTAL :  ONLY
PLASTIC PUMP DISPENSER
L209CCA-28/410A
SAP NO: 3000055740
INVOICE NO: LC-100053-97205A
PO#:4500456137 ITEM 00010
DATE: 2020-8-11
SHIPPED ON BOARD DATE: 16
AUG,2020
ONE COLUMBA V.009E""AT LAEM
CHABANG, THAILAND
SHIPPER LOAD : LUENCHEONG
DISPENSING PUMP(THAILAND)
CO.,LTD.
S/C NO:HKG0007N20
SCAC ACI : 8154
SCAC : HYSL AMS PREPAID AT BKK
SUBMIT AMS BY HECNY BKK
B/L : NBKK20080105
B/L : ORIGINAL ISSUE RICHMOND",PLASTIC PUMP DISPENSER,PLASTIC PUMP DISPENSER
BKKAE0101500,TH102228,LAEM CHABANG,"LAEM CHABANG, THAILAND",DE200353,HAMBURG,"HAMBURG,GERMANY",281700,"20 PALLETS (650 BAGS)

ISOQURE ZNO 25CC
ISOQURE ZNO ACTIVE 50

PO NO. PO20-11099

AS PER INV NO. DE22020

B/L SURRENDER

"" DG CARGO "" CLASS 9 UN 3077
""FREIGHT COLLECT""

SHOW ""CONTAINER NO. & SEAL NO.""

SHOW ""THE AGENT IN HAMBURG,GERMANY ON B/L""

SHIPPED ON BOARD : AUGUST 16, 2020
AT LAEM CHABANG, THAILAND BY ONE STORK V.009W

H.S. CODE : 2817.0000

""We Certify that Gross Cargo Weight is ture and correct.""
""This is Electronic Document without Signature""","ISOQURE ZNO 25CC
ISOQURE ZNO ACTIVE 50
PO NO. PO20-11099
AS PER INV NO. DE22020
DG CARGO "" CLASS 9 UN 3077
SHOW ""CONTAINER NO. & SEAL NO.""
SHOW ""THE AGENT IN
HAMBURG,GERMANY ON B/L""
SHIPPED ON BOARD : AUGUST 16,
2020
AT LAEM CHABANG, THAILAND BY ONE
STORK V.009W
WE CERTIFY THAT GROSS CARGO
WEIGHT IS TURE AND CORRECT.""
THIS IS ELECTRONIC DOCUMENT
WITHOUT SIGNATURE""",ISOQURE ZNO,ISOQURE ZNO
LCBA15287300,TH108441,LAEM CHABANG,LAEM CHABANG,US508243,"LONG BEACH, CA","LONG BEACH, CA",210690,"""SPROUTS"" BRAND
CANNED ORGANIC COCONUT CREAM 24x400ml

""SPROUTS"" BRAND
CANNED ORGANIC COCONUT MILK 24X400ML

""SPROUTS"" BRAND
CANNED ORGANIC LIGHT COCONUT MILK 24X400ML

""SPROUTS"" BRAND
CANNED COCONUT CREAM 24X400ML

""SPROUTS"" BRAND
CANNED COCONUT MILK 24X400ML

""SPROUTS"" BRAND
COCONUT MILK LIGHT 24X400ML
INVOICE NO. SCV2008030

PO.132501
FDA NO. 15981646920
FCE NO. 10975

H.S. CODE: 2106.90","SPROUTS"" BRAND
CANNED ORGANIC COCONUT CREAM
24X400ML
SPROUTS"" BRAND
CANNED ORGANIC COCONUT MILK
24X400ML
SPROUTS"" BRAND
CANNED ORGANIC LIGHT COCONUT MILK
24X400ML
SPROUTS"" BRAND
CANNED COCONUT CREAM 24X400ML
SPROUTS"" BRAND
CANNED COCONUT MILK 24X400ML
SPROUTS"" BRAND
COCONUT MILK LIGHT 24X400ML
INVOICE NO. SCV2008030
PO.132501
FDA NO. 15981646920
FCE NO. 10975",CANNED ORGANIC COCONUT CREAM,CANNED ORGANIC COCONUT CREAM
LCBA15532300,TH115587,"LAEM CHABANG, THAILAND","LAEM CHABANG, THAILAND",BR500793,"MANAUS, BRAZIL",MANAUS,8415,"PART CODE PART NAME
DB61-07424A PLATE EVAP-MIDDLE
AR9500T,GI-SGCC,T0.6
DB61-07425A PLATE EVAP-MAIN
AR9500T,GI-SGCC,T0.8
DB63-04230A COVER EVAP
AR9500T,PP,T1.8,BLACK,QMD

INVOICE NO.HE-2008-0001
SIPC SR#

NCM CODE : 84159090
PACKING TYPE : PLASTIC PALLET
WOODEN : NOT APPLICABLE

H.S.CODE NUMBER 8415.90.90-000/KGM.","PART CODE PART NAME
DB61-07424A PLATE EVAP-MIDDLE
AR9500T,GI-SGCC,T0.6
DB61-07425A PLATE EVAP-MAIN
AR9500T,GI-SGCC,T0.8
DB63-04230A COVER EVAP
AR9500T,PP,T1.8,BLACK,QMD
INVOICE NO.HE-2008-0001
SIPC SR
PACKING TYPE : PLASTIC PALLET
WOODEN : NOT APPLICABLE
H.S.CODE NUMBER
8415.90.90-000/KGM.",PLATE EVAP,PLATE EVAP
BKKAD4012900,TH104672,BANGKOK,LAEM CHABANG,PH103392,MANILA,"MANILA NORTH PORT, PHILIPPINES",230910,"1 CONTAINER
1,190 CARTONS, DETAILS AS PER
ATTACHED SHEET

aN ""FREIGHT COLLECT""
""CLEAN ON BOARD""

~\ INVOICE NO. 2010227
HS CODE : 2309.10
PO# P9W1 ARRIVAL
CANNED SHEBA TUNA & SNAPPER IN GRAVY CAT FOOD (10163649)
SIZE : 24 X 85 G.
BRAND : SHEBA

CANNED SHEBA SUCCULENT CHICKEN BREAST CAT FOOD (10084545)
SIZE : 24 X 85 G.
BRAND : SHEBA

CANNED SHEBA TUNA AND SALMON IN GRAVY CAT FOOD (10163654)
SIZE : 24 X 85 G.
BRAND : SHEBA","1 CONTAINER
DETAILS AS PER
ATTACHED SHEET
CLEAN ON BOARD""
INVOICE NO. 2010227
PO# P9W1 ARRIVAL
CANNED SHEBA TUNA & SNAPPER IN
GRAVY CAT FOOD (10163649)
SIZE : 24 X 85 G.
BRAND : SHEBA
CANNED SHEBA SUCCULENT CHICKEN
BREAST CAT FOOD (10084545)
SIZE : 24 X 85 G.
BRAND : SHEBA
CANNED SHEBA TUNA AND SALMON IN
GRAVY CAT FOOD (10163654)
SIZE : 24 X 85 G.
BRAND : SHEBA","CANNED TUNA & SNAPPER IN GRAVY
CAT FOOD",CANNED TUNA & SNAPPER IN GRAVY CAT FOOD
BKKAE8575700,TH105724,"LAEM CHABANG,THAILAND","LAEM CHABANG,THAILAND",PH100710,MANILA NORTH PORT,MANILA NORTH PORT,390720,"""4X20'ISOTANK CONTAINER S.T.C.""
""SHIPPER'S LOAD & COUNT""

VORANOL TM 8010 POLYOL
PQ NO.12-5780
HS CODE. 390720
PLEASE REFER TO DESTINATION HS
CODE

ECC NO.: 111416551 / 37186505

IN THE EVENT OF AN EMERGENCY
PLEASE CONTACT THE EMERGENCY
DISPATCH CENTER NUMBER
66-38-925400
""FREIGHT PREPAID""

)","VORANOL TM 8010 POLYOL
PQ NO.12-5780
PLEASE REFER TO DESTINATION HS
CODE
ECC NO.: 111416551 / 37186505
IN THE EVENT OF AN EMERGENCY
PLEASE CONTACT THE EMERGENCY
DISPATCH CENTER NUMBER
38-925400",POLYOL,POLYOL
BKKAE5897400,TH106816,"BANGKOK, THAILAND","LAEM CHABANG, THAILAND",ID504203,"JAKARTA, INDONESIA","JAKARTA, INDONESIA",391990,"1 X 20' CONTAINER S.T.C.
SHIPPER'S LOAD & COUNT

SELF ADHESIVE LABEL
H.S. CODE : 3919.90.10
N.W. 18,139.50 KGS.

DETENTION/DEMURRAGE FREE TIME 21 DAYS AT DESTINATION.

"" FREIGHT PREPAID ""
CY/CY
TOTAL : ONE CONTAINER ONLY","SELF ADHESIVE LABEL
DETENTION/DEMURRAGE FREE TIME 21
DAYS AT DESTINATION.",SELF ADHESIVE LABEL,SELF ADHESIVE LABEL
LCBA14714400,TH107859,"LAEM CHABANG, THAILAND","LAEM CHABANG, THAILAND",KR103336,"BUSAN PORT,KOREA","BUSAN PORT,KOREA",400122,"160 GP-IBC
TERMS OF PRICE : FOB LAEMCHABANG
COUNTRY OF ORIGIN : THAILAND
AAR471A 4001220000
NATURAL RUBBER STR-20
201,600 KG
PACKING : GP-IBC
(GOODPACK INTERMEDIATE BULK CONTAINER)
LC NO. ............................
HANKOOK TIRE PO NO. ...................
SHIPMENT BY ONE
SI NO. HKK-R1-8-21
N.W. 201,600.00 KGS
G.W. 222,720.00 KGS
METAL BOXES UNIT AT 1,260 KGS. PACKING 36 BALES/UNIT","160 GP-IBC
TERMS OF PRICE : FOB LAEMCHABANG
COUNTRY OF ORIGIN : THAILAND
AAR471A 4001220000
NATURAL RUBBER STR-20
PACKING : GP-IBC
(GOODPACK INTERMEDIATE BULK
CONTAINER)
LC NO.
............................
HANKOOK TIRE PO NO.
...................
SHIPMENT BY ONE
SI NO. HKK-R1-8-21
METAL BOXES UNIT AT . PACKING
/UNIT",NATURAL RUBBER,NATURAL RUBBER
BKKAE7895400,TH106652,BANGKOK,"LAEM CHABANG, THAILAND",FR200002,"LE HAVRE, SEINE-MARITIME","LE HAVRE, FRANCE",210390,"SRIRACHA HOT CHILLI SAUCE
HS.CODE:2103
SRIRACHA HOT CHILLI SAUCE
HS.CODE:2103
SWEET CHILLI SAUCE FOR CHICKEN
HS.CODE:2103
SWEET CHILLI SAUCE FOR CHICKEN
HS.CODE:2103
CANNED YANANG LEAVES EXTRACT
HS.CODE:2009
SWEET SOUR SAUCE
HS.CODE:2103
CANNED TROPICAL FRUIT SALAD IN
SYRUP
HS.CODE:2008
SUKIYAKI SAUCE
HS.CODE:2103
PO.TF-TACNFS 20011

AS PER INVOICE NO. 274911

FREIGHT COLLECT
1X20' DRY FCL
TRANSHIPMENT AT","SRIRACHA HOT CHILLI SAUCE
SRIRACHA HOT CHILLI SAUCE
SWEET CHILLI SAUCE FOR CHICKEN
SWEET CHILLI SAUCE FOR CHICKEN
CANNED YANANG LEAVES EXTRACT
SWEET SOUR SAUCE
CANNED TROPICAL FRUIT SALAD IN
SYRUP
SUKIYAKI SAUCE
PO.TF-TACNFS 20011

AS PER INVOICE NO. 274911

TRANSHIPMENT AT",SRIRACHA HOT CHILLI SAUCE,"SRIRACHA HOT CHILLI SAUCE, SRIRACHA HOT CHILLI SAUCE, SWEET CHILLI SAUCE FOR CHICKEN, SWEET CHILLI SAUCE FOR CHICKEN, CANNED YANANG LEAVES EXTRACT, SWEET  SOUR SAUCE, CANNED TROPICAL FRUIT SALAD IN SYRUP, SUKIYAKI SAUCE"
BKKAE9693900,TH102981,"LAT KRABANG,THAILAND","LAEM CHABANG,THAILAND",PH101682,"MANILA,PHILIPPINES","MANILA,PHILIPPINES",841899,"SAID TO CONTAIN:
1X40'HQ

""REIKEN BRAND""
CENTRAL AIR CHILLER SYSTEM
(TANK&PUMP UNIT ONLY)
MODEL:ECO-50C-RT
HS CODE:8418.99
INVOICE NO.MYSJ-SD-INV-20-004

FREIGHT PREPAID","REIKEN BRAND""
CENTRAL AIR CHILLER SYSTEM
(TANK&PUMP UNIT ONLY)
MODEL:ECO-50C-RT
INVOICE NO.MYSJ-SD-INV-20-004",CENTRAL AIR CHILLER SYSTEM,CENTRAL AIR CHILLER SYSTEM
BKKAE9936900,TH101566,LAEM CHABANG,LAEM CHABANG,JP109517,"YOKOHAMA, KANAGAWA","YOKOHAMA, KANAGAWA",870899,"Automotive parts

Automotive parts

Automotive parts","AUTOMOTIVE PARTS

AUTOMOTIVE PARTS

AUTOMOTIVE PARTS",AUTOMOTIVE PARTS,Automotive parts
BKKAE9936900,TH101566,LAEM CHABANG,LAEM CHABANG,JP109517,"YOKOHAMA, KANAGAWA","YOKOHAMA, KANAGAWA",870899,"Automotive parts

Automotive parts

Automotive parts","AUTOMOTIVE PARTS

AUTOMOTIVE PARTS

AUTOMOTIVE PARTS",AUTOMOTIVE PARTS,Automotive parts
BKKAE9936900,TH101566,LAEM CHABANG,LAEM CHABANG,JP109517,"YOKOHAMA, KANAGAWA","YOKOHAMA, KANAGAWA",870899,"Automotive parts

Automotive parts

Automotive parts","AUTOMOTIVE PARTS

AUTOMOTIVE PARTS

AUTOMOTIVE PARTS",AUTOMOTIVE PARTS,Automotive parts
BKKAE2918900,TH106734,"LAEM CHABANG, THAILAND","LAEM CHABANG, THAILAND",ZA205871,"DURBAN, SOUTH AFRICA","DURBAN, SOUTH AFRICA",290517,"800 BAGS
FATTY ALCOHOL C16 98
QUANTITY: 16 MT
PACKING: 20KG PE BAG, UNPALLETIZED (WITH ALUMINIUM LINER)
ORDER NO: CHEM 549","FATTY ALCOHOL C16 98
QUANTITY
PACKING:  PE BAG, UNPALLETIZED
(WITH ALUMINIUM LINER)
ORDER NO: CHEM 549",FATTY ALCOHOL,FATTY ALCOHOL
BKKAD7349400,TH103355,LAT KRABANG,LAEM CHABANG,JP106651,TOKYO,TOKYO,691010,"MARKS & NUMBERS AND DESCRIPTION AS PER ATTACHED SHEETS
""SHIPPER'S LOAD & COUNT""
SAID TO CONTAIN:-
332 PALLETS

[332 SHEET PALLETS]
(TOTAL RESIN BOARD 1120
SIZE 112 X 6 X 1.5 CM = 96 PCS)

SANITARY WARE(PORCELAIN)AND FITTING
INV.NO.: 3000423990,3000424275
H.S.CODE: 691010

FREIGHT PREPAID

SHIPPER: TOTO (THAILAND) CO.,LTD.
CODE: KWE1
NO.: KWE1605140918864","PALLETS]
(TOTAL RESIN BOARD 1120
SIZE 112 X 6 X  = )
SANITARY WARE(PORCELAIN)AND
FITTING
INV.NO.: 3000423990,3000424275
SHIPPER: TOTO (THAILAND) CO.,LTD.
CODE: KWE1
NO.: KWE1605140918864","SANITARY WARE(PORCELAIN) AND
FITTING",SANITARY WARE(PORCELAIN) AND FITTING
LCBA14902300,TH103544,"LAT KRABANG, THAILAND","LAEM CHABANG, THAILAND",ID506073,"TANJUNG PRIOK PORT, JAKARTA, INDONESIA","TANJUNG PRIOK PORT, JAKARTA, INDONESIA",400700,"1000 CARTONS

EXTRUDED RUBBER THREADS
CIF TANJUNG PRIOK PORT, JAKARTA, INDONESIA
(INCOTERMS 2010)
HS CODE : 4007.00.00
COUNTRY OF ORIGIN: THAILAND
IMPORT APPLICATION NO.:ILC/028/830/20468
CONTRACT/ORDER NO.: 12000158
CREDIT NUMBER: I016620
N.W. 25,000.00 KGS.
SHIPPED ON BOARD
14 AUGUST 2020 SHOW : SHIPPED ON BOAED
BY ARICA BRIDGE V.166S
AT LAEM CHABANG , THAILAND

SHIPPING AGENT AT DESTINATION
(full address) SHOW AGENT AT DESTINATION
(+tel +fax +Email ) FULL ADDRESS

"" FREE TIME COMBINE 21 DAYS ""

""FREIGHT PREPAID""","EXTRUDED RUBBER THREADS
CIF TANJUNG PRIOK PORT, JAKARTA,
INDONESIA
(INCOTERMS 2010)
COUNTRY OF ORIGIN: THAILAND
IMPORT APPLICATION
NO.:ILC/028/830/20468
CONTRACT/ORDER NO.: 12000158
CREDIT NUMBER: I016620
SHIPPED ON BOARD
14 AUGUST 2020 SHOW : SHIPPED ON
BOAED
BY ARICA BRIDGE V.166S
AT LAEM CHABANG , THAILAND
SHIPPING AGENT AT DESTINATION
(+TEL +FAX +EMAIL ) FULL ADDRESS
FREE TIME COMBINE 21 DAYS """,EXTRUDED RUBBER THREADS,EXTRUDED RUBBER THREADS
